vehicle_id,model,date,battery_health_pct,range_km,charge_cycles,temperature_c,mileage_km
EV-011,Rivian R1S,2024-01-13,98.9,293.27,7,30.21,1610.34
EV-011,Rivian R1S,2024-01-14,98.86,293.32,5,20.05,1120.11
EV-011,Rivian R1S,2024-01-15,98.93,292.86,9,30.89,1481.6
EV-011,Rivian R1S,2024-01-16,98.97,293.27,9,29.72,2076.52
EV-011,Rivian R1S,2024-01-17,98.86,293.06,8,23.64,1329.99
EV-011,Rivian R1S,2024-01-18,98.85,293.04,10,34.27,2322.41
EV-011,Rivian R1S,2024-01-19,98.87,292.68,10,33.99,2288.36
EV-011,Rivian R1S,2024-01-20,98.96,292.54,10,22.54,2840.31
EV-011,Rivian R1S,2024-01-21,98.78,292.84,11,20.12,3032.24
EV-011,Rivian R1S,2024-01-22,98.79,293.07,12,14.88,3353.12
EV-011,Rivian R1S,2024-01-23,98.82,292.47,13,20.47,3034.37
EV-011,Rivian R1S,2024-01-24,98.83,292.62,14,19.2,3270.74
EV-011,Rivian R1S,2024-01-25,98.87,292.98,11,15.14,3011.26
EV-011,Rivian R1S,2024-01-26,98.92,292.59,12,28.61,3069.33
EV-011,Rivian R1S,2024-01-27,98.82,292.78,17,31.38,4003.26
EV-011,Rivian R1S,2024-01-28,98.78,292.11,11,22.13,3226.58
EV-011,Rivian R1S,2024-01-29,98.79,293.03,14,36.74,4341.86
EV-011,Rivian R1S,2024-01-30,98.89,292.64,15,21.26,3376.03
EV-011,Rivian R1S,2024-01-31,98.67,292.47,12,31.82,3633.37
EV-011,Rivian R1S,2024-02-01,98.72,292.78,14,30.08,3063.22
EV-011,Rivian R1S,2024-02-02,98.76,291.77,17,24.32,3543.08
EV-011,Rivian R1S,2024-02-03,98.69,292.36,17,23.16,4130.88
EV-011,Rivian R1S,2024-02-04,98.8,292.81,13,25.84,3634.85
EV-011,Rivian R1S,2024-02-05,98.61,291.9,20,26.68,5187.0
EV-011,Rivian R1S,2024-02-06,98.77,291.61,18,18.57,3162.51
EV-011,Rivian R1S,2024-02-07,98.51,292.66,18,18.13,3905.13
EV-011,Rivian R1S,2024-02-08,98.84,292.61,15,32.32,4071.9
EV-011,Rivian R1S,2024-02-09,98.81,291.81,27,25.55,3844.85
EV-011,Rivian R1S,2024-02-10,98.74,291.25,18,18.32,6183.53
EV-011,Rivian R1S,2024-02-11,98.45,291.44,20,28.42,4603.44
EV-011,Rivian R1S,2024-02-12,98.74,291.26,28,38.88,3916.26
EV-011,Rivian R1S,2024-02-13,98.65,291.65,22,22.36,4670.14
EV-011,Rivian R1S,2024-02-14,98.84,291.3,29,17.82,7037.53
EV-011,Rivian R1S,2024-02-15,98.57,291.47,27,30.15,6642.91
EV-011,Rivian R1S,2024-02-16,98.82,292.28,27,29.88,5201.65
EV-011,Rivian R1S,2024-02-17,98.65,291.27,29,32.01,6042.54
EV-011,Rivian R1S,2024-02-18,98.68,290.86,27,24.19,5161.12
EV-011,Rivian R1S,2024-02-19,98.38,292.52,27,31.87,5808.29
EV-011,Rivian R1S,2024-02-20,98.43,292.04,23,28.76,4418.76
EV-011,Rivian R1S,2024-02-21,98.7,290.54,23,32.52,6570.74
EV-011,Rivian R1S,2024-02-22,98.58,290.72,32,27.42,7819.95
EV-011,Rivian R1S,2024-02-23,98.56,290.57,29,28.12,7183.51
EV-011,Rivian R1S,2024-02-24,98.75,290.91,27,23.0,4954.42
EV-011,Rivian R1S,2024-02-25,98.68,291.78,36,26.05,6020.35
EV-011,Rivian R1S,2024-02-26,98.37,292.29,32,30.53,8271.01
EV-011,Rivian R1S,2024-02-27,98.51,290.69,26,27.9,7124.25
EV-011,Rivian R1S,2024-02-28,98.72,291.63,27,27.51,8124.97
EV-011,Rivian R1S,2024-02-29,98.46,292.22,36,38.89,8652.84
EV-011,Rivian R1S,2024-03-01,98.21,291.03,37,24.14,5588.26
EV-011,Rivian R1S,2024-03-02,98.71,291.6,33,30.82,9749.74
EV-011,Rivian R1S,2024-03-03,98.48,290.56,37,39.03,9911.33
EV-011,Rivian R1S,2024-03-04,98.52,290.08,32,30.53,8514.64
EV-011,Rivian R1S,2024-03-05,98.35,292.18,27,27.73,8938.5
EV-011,Rivian R1S,2024-03-06,98.62,290.73,31,27.01,9344.36
EV-011,Rivian R1S,2024-03-07,98.2,290.23,36,33.23,6262.61
EV-011,Rivian R1S,2024-03-08,98.53,291.77,40,24.36,9038.23
EV-011,Rivian R1S,2024-03-09,98.27,291.11,29,28.1,7653.93
EV-011,Rivian R1S,2024-03-10,98.31,291.69,30,33.3,7758.5
EV-011,Rivian R1S,2024-03-11,98.55,291.52,46,18.73,9461.09
EV-011,Rivian R1S,2024-03-12,98.03,291.86,46,45.24,8997.23
EV-011,Rivian R1S,2024-03-13,98.59,291.3,39,21.58,8840.9
EV-011,Rivian R1S,2024-03-14,98.19,290.83,48,32.77,10917.64
EV-011,Rivian R1S,2024-03-15,98.34,289.24,31,37.98,8740.56
EV-011,Rivian R1S,2024-03-16,98.59,291.59,49,35.81,11207.47
EV-011,Rivian R1S,2024-03-17,98.16,290.06,44,26.02,10311.04
EV-011,Rivian R1S,2024-03-18,98.26,292.0,52,19.82,11364.07
EV-011,Rivian R1S,2024-03-19,98.46,290.12,52,28.04,9086.96
EV-011,Rivian R1S,2024-03-20,98.34,289.38,40,22.46,6722.35
EV-011,Rivian R1S,2024-03-21,98.6,291.86,41,22.65,10537.4
EV-011,Rivian R1S,2024-03-22,98.09,291.15,46,31.94,10917.95
EV-011,Rivian R1S,2024-03-23,98.26,290.86,48,27.67,9129.78
EV-011,Rivian R1S,2024-03-24,98.26,291.69,46,30.18,8822.55
EV-011,Rivian R1S,2024-03-25,98.53,290.35,33,22.7,6883.25
EV-011,Rivian R1S,2024-03-26,97.93,288.79,39,26.68,10467.23
EV-011,Rivian R1S,2024-03-27,98.39,290.18,45,33.52,7750.26
EV-011,Rivian R1S,2024-03-28,98.58,289.19,52,21.64,10429.74
EV-011,Rivian R1S,2024-03-29,98.2,290.09,46,27.96,10760.75
EV-011,Rivian R1S,2024-03-30,98.0,289.29,45,13.1,10064.41
EV-011,Rivian R1S,2024-03-31,98.27,289.87,48,29.99,13670.33
EV-011,Rivian R1S,2024-04-01,97.96,288.25,53,31.96,14294.65
EV-011,Rivian R1S,2024-04-02,98.45,291.57,52,27.72,8920.64
EV-011,Rivian R1S,2024-04-03,98.11,289.33,45,29.64,12757.88
EV-011,Rivian R1S,2024-04-04,97.67,288.35,45,21.45,10487.04
EV-011,Rivian R1S,2024-04-05,98.49,288.8,48,19.16,14286.63
EV-011,Rivian R1S,2024-04-06,97.69,291.59,66,29.08,10671.57
EV-011,Rivian R1S,2024-04-07,98.07,290.4,56,39.09,8481.53
EV-011,Rivian R1S,2024-04-08,97.96,290.56,39,40.86,11184.3
EV-011,Rivian R1S,2024-04-09,98.49,288.08,57,36.64,8836.45
EV-011,Rivian R1S,2024-04-10,98.05,289.61,41,35.41,13992.06
EV-011,Rivian R1S,2024-04-11,98.35,288.1,50,30.57,15727.79
EV-011,Rivian R1S,2024-04-12,98.47,289.58,59,32.81,13275.47
EV-011,Rivian R1S,2024-04-13,98.52,289.03,56,23.53,9855.28
EV-011,Rivian R1S,2024-04-14,97.5,287.79,50,16.42,14772.12
EV-011,Rivian R1S,2024-04-15,97.55,289.99,67,30.59,12586.62
EV-011,Rivian R1S,2024-04-16,98.11,287.5,58,40.07,10695.27
EV-011,Rivian R1S,2024-04-17,98.17,287.47,64,25.72,15636.01
EV-011,Rivian R1S,2024-04-18,98.22,289.09,74,22.59,13054.06
EV-011,Rivian R1S,2024-04-19,98.09,290.72,72,25.11,17359.11
EV-011,Rivian R1S,2024-04-20,97.88,287.99,72,27.34,10187.18
EV-011,Rivian R1S,2024-04-21,98.42,291.34,54,28.29,12364.12
EV-011,Rivian R1S,2024-04-22,98.23,291.07,62,33.16,9032.15
EV-011,Rivian R1S,2024-04-23,97.54,287.02,69,24.05,15672.14
EV-011,Rivian R1S,2024-04-24,97.42,290.37,79,32.48,12413.15
EV-011,Rivian R1S,2024-04-25,97.85,288.29,67,33.4,15685.86
EV-011,Rivian R1S,2024-04-26,98.38,289.63,61,23.57,10569.25
EV-011,Rivian R1S,2024-04-27,98.04,288.95,49,24.76,18218.85
EV-011,Rivian R1S,2024-04-28,97.56,287.79,53,32.09,18714.51
EV-011,Rivian R1S,2024-04-29,97.57,288.48,77,42.28,10996.5
EV-011,Rivian R1S,2024-04-30,98.44,287.89,51,29.96,12197.13
EV-011,Rivian R1S,2024-05-01,97.69,286.74,59,24.92,11781.96
EV-011,Rivian R1S,2024-05-02,98.32,290.52,51,27.17,12891.64
EV-011,Rivian R1S,2024-05-03,97.57,286.86,78,22.99,15061.47
EV-011,Rivian R1S,2024-05-04,98.31,287.6,63,21.17,18564.8
EV-011,Rivian R1S,2024-05-05,97.3,289.41,63,24.08,15796.29
EV-011,Rivian R1S,2024-05-06,97.5,290.76,72,33.45,12486.85
EV-011,Rivian R1S,2024-05-07,97.48,287.01,60,23.05,17433.23
EV-011,Rivian R1S,2024-05-08,97.38,289.2,57,28.94,20255.72
EV-011,Rivian R1S,2024-05-09,97.35,288.77,72,22.9,13204.73
EV-011,Rivian R1S,2024-05-10,98.19,288.49,70,31.75,16680.51
EV-011,Rivian R1S,2024-05-11,97.61,290.31,91,28.18,18579.42
EV-011,Rivian R1S,2024-05-12,97.24,288.77,72,19.63,17841.01
EV-011,Rivian R1S,2024-05-13,97.19,290.07,56,28.6,18494.65
EV-011,Rivian R1S,2024-05-14,98.02,287.58,81,33.94,16615.88
EV-011,Rivian R1S,2024-05-15,97.21,286.78,89,24.64,11017.74
EV-011,Rivian R1S,2024-05-16,98.05,290.39,72,27.51,20124.88
EV-011,Rivian R1S,2024-05-17,97.92,289.0,91,33.92,15626.96
EV-011,Rivian R1S,2024-05-18,97.28,289.53,94,37.06,12028.25
EV-011,Rivian R1S,2024-05-19,97.68,285.81,92,30.6,11640.57
EV-011,Rivian R1S,2024-05-20,97.93,288.32,63,23.18,15082.36
EV-011,Rivian R1S,2024-05-21,97.42,288.06,87,31.52,22122.43
EV-011,Rivian R1S,2024-05-22,98.18,286.73,66,25.32,12903.91
EV-011,Rivian R1S,2024-05-23,97.88,288.78,95,27.51,19926.34
EV-011,Rivian R1S,2024-05-24,96.94,287.27,68,20.77,15281.21
EV-011,Rivian R1S,2024-05-25,97.36,287.62,74,21.08,13329.44
EV-011,Rivian R1S,2024-05-26,98.29,289.4,63,26.11,20138.99
EV-011,Rivian R1S,2024-05-27,97.75,290.23,94,29.39,18576.46
EV-011,Rivian R1S,2024-05-28,97.97,285.34,61,31.85,20239.03
EV-011,Rivian R1S,2024-05-29,97.88,290.25,97,23.44,15659.28
EV-011,Rivian R1S,2024-05-30,98.01,287.5,100,17.22,20928.97
EV-011,Rivian R1S,2024-05-31,96.84,289.2,66,38.48,23107.61
EV-011,Rivian R1S,2024-06-01,97.28,287.9,86,32.96,23345.91
EV-011,Rivian R1S,2024-06-02,97.64,288.74,90,32.46,17328.51
EV-011,Rivian R1S,2024-06-03,97.37,287.93,68,39.55,22167.18
EV-011,Rivian R1S,2024-06-04,97.52,289.48,81,26.15,22150.04
EV-011,Rivian R1S,2024-06-05,97.63,286.13,86,32.43,13530.98
EV-011,Rivian R1S,2024-06-06,97.45,289.15,65,24.13,18876.85
EV-011,Rivian R1S,2024-06-07,97.48,285.97,98,24.26,20624.56
EV-011,Rivian R1S,2024-06-08,97.34,287.74,92,37.42,24768.99
EV-011,Rivian R1S,2024-06-09,97.95,284.6,66,21.34,20817.47
EV-011,Rivian R1S,2024-06-10,98.04,284.7,104,21.98,21278.61
EV-011,Rivian R1S,2024-06-11,97.5,284.31,105,39.43,20307.41
EV-011,Rivian R1S,2024-06-12,97.28,288.18,87,27.96,14058.7
EV-011,Rivian R1S,2024-06-13,97.65,285.76,112,28.38,21078.88
EV-011,Rivian R1S,2024-06-14,97.92,285.71,69,31.14,16957.85
EV-011,Rivian R1S,2024-06-15,97.12,288.22,68,24.91,14118.04
EV-011,Rivian R1S,2024-06-16,98.1,288.58,75,33.4,23704.65
EV-011,Rivian R1S,2024-06-17,97.68,284.83,75,39.85,22202.76
EV-011,Rivian R1S,2024-06-18,97.2,283.97,79,27.55,20195.08
EV-011,Rivian R1S,2024-06-19,96.7,289.67,70,31.85,17134.36
EV-011,Rivian R1S,2024-06-20,97.88,287.04,99,20.28,17080.27
EV-011,Rivian R1S,2024-06-21,97.68,285.94,117,34.52,18807.31
EV-011,Rivian R1S,2024-06-22,97.72,287.0,111,32.03,20155.19
EV-011,Rivian R1S,2024-06-23,96.71,283.24,73,22.19,26039.65
EV-011,Rivian R1S,2024-06-24,98.14,287.89,79,26.18,27041.55
EV-011,Rivian R1S,2024-06-25,97.0,283.66,121,18.46,16807.7
EV-011,Rivian R1S,2024-06-26,97.78,285.04,72,27.9,14887.27
EV-011,Rivian R1S,2024-06-27,97.08,285.47,106,35.09,21838.81
EV-011,Rivian R1S,2024-06-28,97.97,284.31,122,25.03,15179.72
EV-011,Rivian R1S,2024-06-29,97.45,286.49,79,25.58,25675.32
EV-011,Rivian R1S,2024-06-30,96.94,285.65,82,32.13,17675.79
EV-011,Rivian R1S,2024-07-01,98.06,288.21,91,25.43,25547.29
EV-011,Rivian R1S,2024-07-02,97.34,284.2,126,34.41,18151.28
EV-011,Rivian R1S,2024-07-03,96.55,285.34,118,22.4,18077.26
EV-011,Rivian R1S,2024-07-04,98.0,285.94,128,39.15,25723.02
EV-011,Rivian R1S,2024-07-05,97.52,283.73,117,24.95,19123.71
EV-011,Rivian R1S,2024-07-06,96.64,282.85,118,33.0,24019.46
EV-011,Rivian R1S,2024-07-07,97.66,285.89,88,25.32,27578.81
EV-011,Rivian R1S,2024-07-08,97.39,283.59,94,35.31,21774.81
EV-011,Rivian R1S,2024-07-09,96.94,289.27,130,29.75,27958.79
EV-011,Rivian R1S,2024-07-10,96.45,285.79,129,44.49,16269.19
EV-011,Rivian R1S,2024-07-11,97.88,285.18,97,15.98,21576.58
EV-011,Rivian R1S,2024-07-12,96.5,285.16,134,25.5,27589.41
EV-011,Rivian R1S,2024-07-13,97.56,287.67,97,29.65,25451.19
EV-011,Rivian R1S,2024-07-14,97.64,287.99,128,26.9,29542.62
EV-011,Rivian R1S,2024-07-15,97.57,286.38,127,31.93,23808.48
EV-011,Rivian R1S,2024-07-16,96.28,287.09,88,31.39,26929.62
EV-011,Rivian R1S,2024-07-17,97.0,282.87,84,25.1,26212.91
EV-011,Rivian R1S,2024-07-18,97.98,284.77,122,32.83,21790.5
EV-011,Rivian R1S,2024-07-19,97.63,285.3,129,21.11,20462.96
EV-011,Rivian R1S,2024-07-20,84.15,251.55,80,40.94,28649.43
EV-011,Rivian R1S,2024-07-21,90.59,225.15,103,40.45,20778.03
EV-011,Rivian R1S,2024-07-22,88.23,225.71,120,41.83,28671.05
EV-011,Rivian R1S,2024-07-23,82.76,236.5,115,37.08,17347.8
EV-011,Rivian R1S,2024-07-24,89.3,240.91,114,31.69,21040.02
EV-011,Rivian R1S,2024-07-25,81.28,240.27,110,37.5,20638.02
EV-011,Rivian R1S,2024-07-26,85.85,258.25,130,47.13,32057.06
EV-011,Rivian R1S,2024-07-27,86.97,221.73,132,27.47,25904.98
EV-011,Rivian R1S,2024-07-28,87.68,229.78,102,27.85,21654.51
EV-011,Rivian R1S,2024-07-29,88.35,220.09,141,35.57,17183.17
EV-011,Rivian R1S,2024-07-30,85.85,228.92,110,37.21,31039.81
EV-011,Rivian R1S,2024-07-31,83.93,236.66,111,43.0,26735.82
EV-011,Rivian R1S,2024-08-01,89.37,222.4,117,44.65,27673.32
EV-011,Rivian R1S,2024-08-02,81.81,235.13,111,43.49,26500.3
EV-011,Rivian R1S,2024-08-03,88.81,239.96,86,52.04,32907.8
EV-011,Rivian R1S,2024-08-04,89.74,243.3,105,36.8,18198.42
EV-011,Rivian R1S,2024-08-05,90.04,237.02,130,47.24,18942.05
EV-011,Rivian R1S,2024-08-06,89.62,229.04,129,46.24,28301.96
EV-011,Rivian R1S,2024-08-07,91.36,215.45,96,46.15,23818.23
EV-011,Rivian R1S,2024-08-08,90.39,249.28,119,38.5,19639.28
EV-011,Rivian R1S,2024-08-09,87.73,220.19,128,30.95,21226.33
EV-011,Rivian R1S,2024-08-10,83.19,245.68,144,38.97,31108.5
EV-011,Rivian R1S,2024-08-11,83.14,242.33,129,28.62,30733.7
EV-011,Rivian R1S,2024-08-12,87.32,228.02,118,38.0,26628.79
EV-011,Rivian R1S,2024-08-13,85.94,217.47,106,42.4,21221.11
EV-011,Rivian R1S,2024-08-14,90.23,224.75,111,33.01,32003.81
EV-011,Rivian R1S,2024-08-15,87.68,240.35,157,41.65,35170.83
EV-011,Rivian R1S,2024-08-16,91.78,227.18,120,39.14,24321.54
EV-011,Rivian R1S,2024-08-17,85.0,218.67,93,37.59,29128.08
EV-011,Rivian R1S,2024-08-18,86.73,219.64,130,36.38,28739.96
EV-011,Rivian R1S,2024-08-19,90.87,236.39,101,43.8,21061.84
EV-011,Rivian R1S,2024-08-20,84.36,247.16,140,28.87,24392.85
EV-011,Rivian R1S,2024-08-21,84.77,230.26,135,34.75,33233.66
EV-011,Rivian R1S,2024-08-22,87.51,241.84,117,43.05,35288.41
EV-011,Rivian R1S,2024-08-23,84.85,250.44,154,28.79,28021.9
EV-011,Rivian R1S,2024-08-24,87.99,226.14,162,36.57,31894.76
EV-011,Rivian R1S,2024-08-25,87.52,214.79,140,42.15,25865.13
EV-011,Rivian R1S,2024-08-26,86.93,222.33,116,41.74,28023.82
EV-011,Rivian R1S,2024-08-27,81.71,217.13,97,47.69,36920.2
EV-011,Rivian R1S,2024-08-28,81.19,238.18,156,38.59,26711.39
EV-011,Rivian R1S,2024-08-29,91.44,247.83,121,46.05,20274.9
EV-011,Rivian R1S,2024-08-30,88.95,247.54,97,48.75,31846.86
EV-011,Rivian R1S,2024-08-31,89.19,228.02,132,50.4,24275.03
EV-011,Rivian R1S,2024-09-01,91.53,239.65,168,55.19,26874.51
EV-011,Rivian R1S,2024-09-02,90.88,234.2,109,32.12,26795.73
EV-011,Rivian R1S,2024-09-03,87.07,242.09,133,33.9,29973.45
EV-011,Rivian R1S,2024-09-04,81.65,227.69,168,41.8,36459.42
EV-011,Rivian R1S,2024-09-05,88.05,215.81,172,48.88,26369.41
EV-011,Rivian R1S,2024-09-06,81.36,228.84,133,40.32,30498.87
EV-011,Rivian R1S,2024-09-07,83.67,234.73,107,41.5,28098.35
EV-011,Rivian R1S,2024-09-08,83.22,218.88,116,40.14,20848.34
EV-011,Rivian R1S,2024-09-09,86.97,232.15,172,20.54,29214.63
EV-011,Rivian R1S,2024-09-10,86.71,225.36,117,49.14,37796.9
EV-011,Rivian R1S,2024-09-11,82.2,226.14,125,36.63,29886.64
EV-011,Rivian R1S,2024-09-12,81.77,219.64,114,34.43,32167.12
EV-011,Rivian R1S,2024-09-13,82.5,224.73,138,38.06,25301.95
EV-011,Rivian R1S,2024-09-14,91.26,223.27,110,53.72,33231.06
EV-011,Rivian R1S,2024-09-15,86.8,222.53,158,43.01,23389.63
EV-011,Rivian R1S,2024-09-16,87.35,229.03,164,50.33,33479.77
EV-011,Rivian R1S,2024-09-17,90.3,243.29,157,44.95,39320.66
EV-011,Rivian R1S,2024-09-18,84.14,230.87,155,56.12,30858.2
EV-011,Rivian R1S,2024-09-19,88.06,246.14,115,43.96,27284.84
EV-011,Rivian R1S,2024-09-20,89.57,210.57,145,50.52,34062.63
EV-011,Rivian R1S,2024-09-21,89.09,231.61,175,40.89,35932.93
EV-011,Rivian R1S,2024-09-22,83.05,238.37,152,46.09,22007.57
EV-011,Rivian R1S,2024-09-23,87.59,223.83,171,37.46,26053.16
EV-011,Rivian R1S,2024-09-24,85.47,213.16,137,33.85,32369.42
EV-011,Rivian R1S,2024-09-25,91.28,229.62,141,48.91,33518.5
EV-011,Rivian R1S,2024-09-26,89.34,235.61,132,43.16,41745.07
EV-011,Rivian R1S,2024-09-27,82.32,225.92,179,39.11,30258.64
EV-011,Rivian R1S,2024-09-28,89.15,246.64,128,39.97,39331.4
EV-011,Rivian R1S,2024-09-29,82.59,230.44,153,44.72,42117.91
EV-011,Rivian R1S,2024-09-30,92.22,230.54,190,44.72,37930.85
EV-011,Rivian R1S,2024-10-01,81.58,214.73,155,33.82,28985.29
EV-011,Rivian R1S,2024-10-02,86.73,232.21,133,47.83,35840.69
EV-011,Rivian R1S,2024-10-03,84.45,230.29,140,50.02,38698.0
EV-011,Rivian R1S,2024-10-04,89.03,208.04,126,48.86,26913.18
EV-011,Rivian R1S,2024-10-05,81.91,245.05,154,44.56,29663.15
EV-011,Rivian R1S,2024-10-06,86.42,222.61,139,43.22,38300.2
EV-011,Rivian R1S,2024-10-07,88.93,214.25,133,37.28,30723.95
EV-011,Rivian R1S,2024-10-08,84.23,211.12,180,39.94,25651.45
EV-011,Rivian R1S,2024-10-09,82.69,250.45,169,52.1,23329.25
EV-011,Rivian R1S,2024-10-10,87.93,217.72,139,40.39,32920.68
EV-011,Rivian R1S,2024-10-11,89.96,250.82,129,46.28,24418.5
EV-011,Rivian R1S,2024-10-12,88.49,223.42,120,43.3,27278.24
EV-011,Rivian R1S,2024-10-13,83.81,214.35,143,41.21,27976.71
EV-011,Rivian R1S,2024-10-14,82.49,246.21,174,47.12,30055.26
EV-011,Rivian R1S,2024-10-15,84.77,232.5,159,49.7,28601.18
EV-011,Rivian R1S,2024-10-16,82.19,209.5,181,31.91,32054.87
EV-011,Rivian R1S,2024-10-17,81.45,233.18,164,59.17,35982.32
EV-011,Rivian R1S,2024-10-18,87.87,228.74,157,35.29,29768.79
EV-011,Rivian R1S,2024-10-19,90.32,250.75,144,32.53,29270.82
EV-011,Rivian R1S,2024-10-20,88.17,218.34,174,45.71,24872.35
EV-011,Rivian R1S,2024-10-21,84.98,239.07,146,37.4,39193.18
EV-011,Rivian R1S,2024-10-22,90.62,227.81,118,48.89,42067.13
EV-011,Rivian R1S,2024-10-23,83.91,236.12,155,33.48,26879.04
EV-011,Rivian R1S,2024-10-24,90.25,246.56,120,38.31,39028.98
EV-011,Rivian R1S,2024-10-25,86.16,216.18,144,36.81,29426.47
EV-011,Rivian R1S,2024-10-26,82.65,215.64,190,46.77,28995.31
EV-011,Rivian R1S,2024-10-27,83.4,246.64,183,30.77,24492.54
EV-011,Rivian R1S,2024-10-28,83.08,211.34,182,40.99,33555.82
EV-011,Rivian R1S,2024-10-29,84.8,218.34,182,39.51,37088.75
EV-011,Rivian R1S,2024-10-30,91.08,231.85,128,43.48,42249.81
EV-011,Rivian R1S,2024-10-31,89.91,248.06,200,49.6,38294.18
EV-011,Rivian R1S,2024-11-01,87.25,250.74,186,45.12,34457.02
EV-011,Rivian R1S,2024-11-02,89.32,216.59,150,39.29,24766.48
EV-011,Rivian R1S,2024-11-03,89.51,216.78,174,36.1,44421.88
EV-011,Rivian R1S,2024-11-04,88.16,252.75,125,49.22,39040.64
EV-011,Rivian R1S,2024-11-05,84.45,227.05,126,45.71,34812.77
EV-011,Rivian R1S,2024-11-06,82.1,228.89,187,36.17,43419.55
EV-011,Rivian R1S,2024-11-07,83.06,234.26,136,41.34,27611.27
EV-011,Rivian R1S,2024-11-08,87.14,231.43,192,48.16,25227.64
EV-011,Rivian R1S,2024-11-09,81.78,219.56,158,31.84,37533.06
EV-011,Rivian R1S,2024-11-10,88.31,244.3,199,31.38,27439.99
EV-011,Rivian R1S,2024-11-11,80.63,239.96,161,44.45,48686.02
EV-011,Rivian R1S,2024-11-12,85.86,224.66,218,41.74,30015.41
EV-011,Rivian R1S,2024-11-13,90.31,239.25,183,62.41,30622.96
EV-011,Rivian R1S,2024-11-14,89.59,236.2,155,46.84,35489.1
EV-011,Rivian R1S,2024-11-15,88.71,239.8,145,42.3,46110.83
EV-011,Rivian R1S,2024-11-16,90.06,219.95,176,40.03,46036.82
EV-011,Rivian R1S,2024-11-17,83.3,205.44,207,44.89,39865.9
EV-011,Rivian R1S,2024-11-18,89.12,234.85,151,42.62,34644.75
EV-011,Rivian R1S,2024-11-19,80.29,227.64,180,41.16,50875.68
EV-011,Rivian R1S,2024-11-20,84.27,253.24,152,36.62,43000.01
EV-011,Rivian R1S,2024-11-21,84.84,242.52,191,55.13,40356.83
EV-011,Rivian R1S,2024-11-22,80.35,235.59,212,30.46,43852.11
EV-011,Rivian R1S,2024-11-23,83.18,225.12,170,40.83,27800.12
EV-011,Rivian R1S,2024-11-24,84.54,241.45,176,44.81,46537.09
EV-011,Rivian R1S,2024-11-25,83.26,247.67,139,31.49,40958.4
EV-011,Rivian R1S,2024-11-26,84.75,229.28,148,42.74,41323.72
EV-011,Rivian R1S,2024-11-27,91.96,216.83,153,45.41,46167.84
EV-011,Rivian R1S,2024-11-28,88.69,233.79,195,40.4,45964.51
EV-011,Rivian R1S,2024-11-29,85.68,209.49,206,49.87,51515.04
EV-011,Rivian R1S,2024-11-30,85.09,222.78,135,46.26,32097.76
EV-011,Rivian R1S,2024-12-01,85.67,216.08,155,46.08,41762.14
EV-011,Rivian R1S,2024-12-02,87.64,244.45,167,42.71,48517.82
EV-011,Rivian R1S,2024-12-03,89.13,211.22,187,26.71,40342.26
EV-011,Rivian R1S,2024-12-04,82.6,250.46,224,34.23,49524.74
EV-011,Rivian R1S,2024-12-05,83.61,217.19,211,43.55,46653.06
EV-011,Rivian R1S,2024-12-06,91.22,241.75,137,50.75,38818.64
EV-011,Rivian R1S,2024-12-07,86.49,248.41,188,33.91,35963.91
EV-011,Rivian R1S,2024-12-08,84.63,251.94,145,46.79,52990.08
EV-011,Rivian R1S,2024-12-09,82.44,218.03,217,44.8,47357.73
EV-011,Rivian R1S,2024-12-10,83.17,243.9,156,42.62,31102.1
EV-011,Rivian R1S,2024-12-11,87.77,242.11,209,47.98,45986.66
EV-011,Rivian R1S,2024-12-12,90.5,217.01,200,27.81,31572.26
EV-011,Rivian R1S,2024-12-13,88.13,229.81,150,44.01,43776.73
EV-011,Rivian R1S,2024-12-14,91.04,210.83,180,39.38,53418.4
EV-011,Rivian R1S,2024-12-15,87.29,215.73,225,35.04,48195.58
EV-011,Rivian R1S,2024-12-16,83.52,230.53,214,42.78,46904.55
EV-011,Rivian R1S,2024-12-17,88.18,216.32,169,47.73,31530.69
EV-011,Rivian R1S,2024-12-18,84.92,219.56,185,46.41,34168.55
EV-011,Rivian R1S,2024-12-19,86.13,228.52,146,49.77,55913.51
EV-011,Rivian R1S,2024-12-20,88.93,254.53,240,35.38,44252.3
EV-011,Rivian R1S,2024-12-21,89.41,223.84,161,44.29,45537.41
EV-011,Rivian R1S,2024-12-22,89.45,210.22,233,43.31,30626.94
EV-011,Rivian R1S,2024-12-23,80.21,248.48,185,48.51,48557.33
EV-011,Rivian R1S,2024-12-24,80.96,229.08,181,36.84,34196.21
EV-011,Rivian R1S,2024-12-25,82.46,210.73,237,43.0,43749.97
EV-011,Rivian R1S,2024-12-26,87.42,215.52,173,35.91,43117.37
EV-011,Rivian R1S,2024-12-27,85.45,216.82,222,41.36,31259.17
EV-011,Rivian R1S,2024-12-28,87.9,224.43,197,32.66,38854.88
EV-011,Rivian R1S,2024-12-29,85.59,223.57,218,44.94,35224.52
EV-011,Rivian R1S,2024-12-30,82.75,215.46,183,51.74,30892.61
EV-011,Rivian R1S,2024-12-31,82.56,227.61,183,37.85,36023.75
EV-012,Rivian R1T,2024-01-01,99.98,309.42,0,36.24,0.0
EV-012,Rivian R1T,2024-01-02,99.97,309.39,0,24.15,128.09
EV-012,Rivian R1T,2024-01-03,99.97,309.31,1,27.49,232.29
EV-012,Rivian R1T,2024-01-04,99.94,309.31,1,19.0,305.7
